"","samples","ds","alphalogodds"
"810",300,0.85,-0.0979294509578672
"811",10,0.875,-1.71333772154971
"812",20,0.875,-1.4662377691637
"813",30,0.875,-1.31184259280866
"814",40,0.875,-1.19616808345966
"815",50,0.875,-1.10270643156673
"816",60,0.875,-1.02390637804907
"817",70,0.875,-0.955600707888925
"818",80,0.875,-0.895217533193034
"819",90,0.875,-0.841055515380507
"820",100,0.875,-0.791908860554767
"821",110,0.875,-0.746904189636998
"822",120,0.875,-0.705380764602593
"823",130,0.875,-0.666825413301135
"824",140,0.875,-0.630837691884363
"825",150,0.875,-0.59708691170735
"826",160,0.875,-0.565307772913186
"827",170,0.875,-0.535278773400328
"828",180,0.875,-0.506814778089079
"829",190,0.875,-0.479758467918215
"830",200,0.875,-0.453975463410559
"831",210,0.875,-0.429349926556918
"832",220,0.875,-0.405777915819719
"833",230,0.875,-0.383178635842834
"834",240,0.875,-0.361470983415263
"835",250,0.875,-0.340586403823371
"836",260,0.875,-0.320464589656406
"837",270,0.875,-0.301053975986843
"838",280,0.875,-0.282301262781836
"839",290,0.875,-0.264165823067704
"840",300,0.875,-0.246606208711631
"841",10,0.9,-1.863817599048
"842",20,0.9,-1.61671764666198
"843",30,0.9,-1.46232247030695
"844",40,0.9,-1.34664796095795
"845",50,0.9,-1.25318630906502
"846",60,0.9,-1.17438625554736
"847",70,0.9,-1.10608058538721
"848",80,0.9,-1.04569741069132
"849",90,0.9,-0.991535392878793
"850",100,0.9,-0.942388738053053
"851",110,0.9,-0.897384067135284
"852",120,0.9,-0.855860642100879
"853",130,0.9,-0.817305290799421
"854",140,0.9,-0.781317569382649
"855",150,0.9,-0.747566789205636
"856",160,0.9,-0.715787650411472
"857",170,0.9,-0.685758650898614
"858",180,0.9,-0.657294655587365
"859",190,0.9,-0.630238345416501
"860",200,0.9,-0.604455340908845
"861",210,0.9,-0.579829804055204
"862",220,0.9,-0.556257793318004
"863",230,0.9,-0.53365851334112
"864",240,0.9,-0.511950860913549
"865",250,0.9,-0.491066281321657
"866",260,0.9,-0.470944467154692
"867",270,0.9,-0.451533853485129
"868",280,0.9,-0.432781140280122
"869",290,0.9,-0.41464570056599
"870",300,0.9,-0.397086086209917
"871",10,0.925,-2.00820530503826
"872",20,0.925,-1.76110535265225
"873",30,0.925,-1.60671017629721
"874",40,0.925,-1.49103566694821
"875",50,0.925,-1.39757401505528
"876",60,0.925,-1.31877396153762
"877",70,0.925,-1.25046829137747
"878",80,0.925,-1.19008511668158
"879",90,0.925,-1.13592309886906
"880",100,0.925,-1.08677644404332
"881",110,0.925,-1.04177177312555
"882",120,0.925,-1.00024834809114
"883",130,0.925,-0.961692996789684
"884",140,0.925,-0.925705275372911
"885",150,0.925,-0.891954495195898
"886",160,0.925,-0.860175356401735
"887",170,0.925,-0.830146356888877
"888",180,0.925,-0.801682361577628
"889",190,0.925,-0.774626051406763
"890",200,0.925,-0.748843046899108
"891",210,0.925,-0.724217510045467
"892",220,0.925,-0.700645499308267
"893",230,0.925,-0.678046219331383
"894",240,0.925,-0.656338566903811
"895",250,0.925,-0.63545398731192
"896",260,0.925,-0.615332173144954
"897",270,0.925,-0.595921559475392
"898",280,0.925,-0.577168846270385
"899",290,0.925,-0.559033406556253
"900",300,0.925,-0.54147379220018
"901",10,0.95,-2.14803911283071
"902",20,0.95,-1.9009391604447
"903",30,0.95,-1.74654398408967
"904",40,0.95,-1.63086947474067
"905",50,0.95,-1.53740782284774
"906",60,0.95,-1.45860776933008
"907",70,0.95,-1.39030209916993
"908",80,0.95,-1.32991892447404
"909",90,0.95,-1.27575690666151
"910",100,0.95,-1.22661025183577
"911",110,0.95,-1.181605580918
"912",120,0.95,-1.1400821558836
"913",130,0.95,-1.10152680458214
"914",140,0.95,-1.06553908316537
"915",150,0.95,-1.03178830298835
"916",160,0.95,-1.00000916419419
"917",170,0.95,-0.969980164681333
"918",180,0.95,-0.941516169370084
"919",190,0.95,-0.914459859199219
"920",200,0.95,-0.888676854691564
"921",210,0.95,-0.864051317837923
"922",220,0.95,-0.840479307100723
"923",230,0.95,-0.817880027123839
"924",240,0.95,-0.796172374696267
"925",250,0.95,-0.775287795104376
"926",260,0.95,-0.75516598093741
"927",270,0.95,-0.735755367267848
"928",280,0.95,-0.717002654062841
"929",290,0.95,-0.698867214348708
"930",300,0.95,-0.681307599992636
"931",10,0.975,-2.32242541186829
"932",20,0.975,-2.07532545948228
"933",30,0.975,-1.92093028312725
"934",40,0.975,-1.80525577377825
"935",50,0.975,-1.71179412188532
"936",60,0.975,-1.63299406836766
"937",70,0.975,-1.56468839820751
"938",80,0.975,-1.50430522351162
"939",90,0.975,-1.45014320569909
"940",100,0.975,-1.40099655087335
"941",110,0.975,-1.35599187995558
"942",120,0.975,-1.31446845492118
"943",130,0.975,-1.27591310361972
"944",140,0.975,-1.23992538220295
"945",150,0.975,-1.20617460202593
"946",160,0.975,-1.17439546323177
"947",170,0.975,-1.14436646371891
"948",180,0.975,-1.11590246840766
"949",190,0.975,-1.0888461582368
"950",200,0.975,-1.06306315372914
"951",210,0.975,-1.0384376168755
"952",220,0.975,-1.0148656061383
"953",230,0.975,-0.992266326161418
"954",240,0.975,-0.970558673733847
"955",250,0.975,-0.949674094141955
"956",260,0.975,-0.929552279974989
"957",270,0.975,-0.910141666305427
"958",280,0.975,-0.89138895310042
"959",290,0.975,-0.873253513386288
"960",300,0.975,-0.855693899030215
"961",10,1,-2.48560684522849
"962",20,1,-2.23850689284248
"963",30,1,-2.08411171648744
"964",40,1,-1.96843720713844
"965",50,1,-1.87497555524551
"966",60,1,-1.79617550172785
"967",70,1,-1.7278698315677
"968",80,1,-1.66748665687181
"969",90,1,-1.61332463905929
"970",100,1,-1.56417798423355
"971",110,1,-1.51917331331578
"972",120,1,-1.47764988828137
"973",130,1,-1.43909453697991
"974",140,1,-1.40310681556314
"975",150,1,-1.36935603538613
"976",160,1,-1.33757689659197
"977",170,1,-1.30754789707911
"978",180,1,-1.27908390176786
"979",190,1,-1.25202759159699
"980",200,1,-1.22624458708934
"981",210,1,-1.2016190502357
"982",220,1,-1.1780470394985
"983",230,1,-1.15544775952161
"984",240,1,-1.13374010709404
"985",250,1,-1.11285552750215
"986",260,1,-1.09273371333518
"987",270,1,-1.07332309966562
"988",280,1,-1.05457038646062
"989",290,1,-1.03643494674648
"990",300,1,-1.01887533239041
